source,title,company,location,stipend,duration,mode,internship_type,branch_required,cgpa_required,gender,eligibility_raw,skills,deadline,applicants,apply_link
Internshala,Business Growth Executive - Internship,SkillOrbit,Work from Home,"₹ 18,000 - 20,000 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 15th Apr'26 and 20th May'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted few hours agoJob offer upto₹ 5LPApost internship, Skill(s) required, Collaboration, Coordination",N/A,N/A,https://internshala.com/internship/detail/business-growth-executive-internship-in-bangalore-at-skillorbit1776239738
Internshala,Business Development (Sales) - Internship,LiftPls Mobility Pvt. Ltd,Work from Home,"₹ 5,000 - 8,000 /month",3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 15th Apr'26 and 20th May'26 3. are available for duration of 3 months 4. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted few hours agoInternship, Skill(s) required, Effective Communication, Presentation skills",N/A,N/A,https://internshala.com/internship/detail/business-development-sales-internship-in-jaipur-at-liftpls-mobility-pvt-ltd1776237505
Internshala,Telecalling - Internship,Adex Media Hub,Work from Home,"₹ 5,010 - 10,011 /month",4 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 15th Apr'26 and 20th May'26 3. are available for duration of 4 months 4. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted few hours agoInternship, Skill(s) required, English Proficiency (Spoken), Earn certifications in these skillsLearn Business CommunicationLearn Digital MarketingLearn Business Analytics",N/A,N/A,https://internshala.com/internship/detail/telecalling-internship-in-gwalior-west-at-adex-media-hub1776237003
Internshala,Business Development (Sales) - Internship,Hinisys Software,Work from Home,"₹ 4,000 - 6,000 /month",1 Month,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 14th Apr'26 and 19th May'26 3. are available for duration of 1 month 4. are from Chennai only 5. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted todayInternship, Skill(s) required, Hindi Proficiency (Spoken), Social Media Marketing",N/A,N/A,https://internshala.com/internship/detail/business-development-sales-internship-in-chennai-at-hinisys-software1776176905
Internshala,AI Content & Marketing - Internship,The Souled Store,Work from Home,"₹ 9,000 - 10,000 /month",3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 15th Apr'26 and 20th May'26 3. are available for duration of 3 months 4. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted just nowInternship, Skill(s) required, AI Video Generation, Artificial intelligence",N/A,N/A,https://internshala.com/internship/detail/ai-content-marketing-internship-in-mumbai-at-the-souled-store1776241742
Internshala,Fashion Design - Internship,Studio Anyaani Private Limited,Work from Home,"₹ 3,000 - 6,000 /month",3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 14th Apr'26 and 19th May'26 3. are available for duration of 3 months 4. are from Kolkata only 5. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 day agoInternship, Skill(s) required, Fashion Designing, Earn certifications in these skillsLearn Graphic Design",N/A,N/A,https://internshala.com/internship/detail/fashion-design-internship-in-kolkata-at-anyaani1776149908
Internshala,Full Stack Development - Internship,Varicash,Work from Home,"₹ 20,000 - 30,000 /month",2 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 15th Apr'26 and 20th May'26 3. are available for duration of 2 months 4. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted just nowInternship, Skill(s) required, Algorithms, Amazon EC2",N/A,N/A,https://internshala.com/internship/detail/full-stack-development-internship-in-bangalore-at-varicash1776241002
Internshala,Video Editing/Making - Internship,Cocoma Digital Private Limited,Work from Home,"₹ 8,000 - 10,000 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 14th Apr'26 and 19th May'26 3. are available for duration of 6 months 4. are from Mumbai only 5. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted todayInternship, Skill(s) required, Adobe After Effects, Adobe Illustrator",N/A,N/A,https://internshala.com/internship/detail/video-editing-making-internship-in-mumbai-at-cocoma-digital-private-limited1776171031
Internshala,Recruitment - Internship,EarlyJobs,Work from Home,Unpaid,3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 11th Apr'26 and 16th May'26 3. are available for duration of 3 months 4. are from Sikar only 5. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 2 days agoInternship, Skill(s) required, English Proficiency (Spoken), MS-Office",N/A,N/A,https://internshala.com/internship/detail/recruitment-internship-in-sikar-at-earlyjobs1775886523
Internshala,Career Coach - Internship,Ace Compere,Work from Home,"₹ 6,000 - 8,000 /month",2 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 15th Apr'26 and 20th May'26 3. are available for duration of 2 months 4. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted few hours agoInternship, Skill(s) required, Attention to Detail, Effective Communication",N/A,N/A,https://internshala.com/internship/detail/career-coach-internship-in-bangalore-at-ace-compere1776234948
